agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
4730,2355,1656,8,3,MANDATORY,5865051
4731,2257,2354,8,2,AT_WORK,5865051
4732,1884,1400,7,1,MANDATORY,6516442
4733,1884,367,7,3,INDIVIDUAL_NON_MANDATORY,14929
4734,1884,929,8,3,MANDATORY,3441866
4735,1884,1944,8,0,INDIVIDUAL_NON_MANDATORY,4101774
4736,1884,2186,7,4,MANDATORY,5772975
4737,823,2431,7,0,MANDATORY,5772975
4738,1884,617,7,4,MANDATORY,2490806
4739,1884,1375,8,5,MANDATORY,3560914
4740,2024,2035,8,1,MANDATORY,3560914
4741,1884,1566,7,4,INDIVIDUAL_NON_MANDATORY,5865162
4742,1860,1542,7,5,INDIVIDUAL_NON_MANDATORY,5865162
4743,2355,1455,8,0,MANDATORY,5718204
4744,2166,2354,8,2,MANDATORY,5718204
4745,1884,1934,8,1,MANDATORY,5481981
4746,1020,84,8,5,MANDATORY,5481981
4747,1884,1368,7,0,MANDATORY,6516652
4748,1884,1967,7,4,MANDATORY,2257248
4749,1884,313,7,0,MANDATORY,3054006
4750,311,2354,8,5,MANDATORY,3054006
4751,1884,764,7,2,MANDATORY,154966
4752,1884,1464,7,5,MANDATORY,3441871
4753,1884,2624,8,4,MANDATORY,1766735
4754,1884,843,8,4,MANDATORY,1766706
4755,1884,476,8,5,MANDATORY,5235895
4756,1884,482,8,2,INDIVIDUAL_NON_MANDATORY,154972
4757,31,2059,8,4,INDIVIDUAL_NON_MANDATORY,154972
4758,1884,112,7,4,INDIVIDUAL_NON_MANDATORY,6044564
4759,1397,1542,7,5,INDIVIDUAL_NON_MANDATORY,6044564
4760,1884,850,7,3,MANDATORY,2521915
4761,2713,1542,8,0,AT_WORK,7002863
4762,1884,1566,7,3,MANDATORY,3699796
4763,1884,1997,7,1,MANDATORY,5235879
4764,1884,240,8,1,INDIVIDUAL_NON_MANDATORY,3088821
4765,1884,1839,8,2,INDIVIDUAL_NON_MANDATORY,3813190
4766,418,1542,8,3,INDIVIDUAL_NON_MANDATORY,3813190
4767,2355,1802,8,2,MANDATORY,6641084
4768,2404,1542,7,5,MANDATORY,3482803
4769,1884,2177,7,3,MANDATORY,3837903
4770,1702,2354,7,5,MANDATORY,3837903
4771,1884,991,8,3,MANDATORY,3981975
4773,1884,2136,8,0,INDIVIDUAL_NON_MANDATORY,1460567
4774,1884,641,7,0,MANDATORY,2490913
4775,1884,986,8,4,MANDATORY,519140
4776,1884,2169,7,1,MANDATORY,7319336
4777,2355,684,7,3,INDIVIDUAL_NON_MANDATORY,5235880
4778,789,1070,7,5,INDIVIDUAL_NON_MANDATORY,5235880
4779,2056,2431,7,5,INDIVIDUAL_NON_MANDATORY,5235880
4780,2173,1917,8,5,MANDATORY,1588427
4781,1884,894,7,0,MANDATORY,2096922
4782,1042,2354,8,4,MANDATORY,2096922
4783,1884,1425,7,4,INDIVIDUAL_NON_MANDATORY,5482308
4784,2554,1542,7,0,INDIVIDUAL_NON_MANDATORY,5482308
4785,1884,686,8,2,INDIVIDUAL_NON_MANDATORY,1840783
4786,1884,1636,7,5,INDIVIDUAL_NON_MANDATORY,1689608
4787,1422,1542,7,4,INDIVIDUAL_NON_MANDATORY,1689608
4788,1884,1136,8,4,MANDATORY,3392952
4789,1884,1031,8,3,INDIVIDUAL_NON_MANDATORY,3921875
4790,1884,2447,8,5,MANDATORY,1399954
4791,1884,2672,7,1,MANDATORY,4188460
4792,1884,1133,8,1,INDIVIDUAL_NON_MANDATORY,4188461
4793,1884,992,7,1,MANDATORY,1227196
4794,1884,2581,7,2,MANDATORY,5482459
4795,1884,415,7,3,MANDATORY,5482450
4796,1884,1058,7,3,INDIVIDUAL_NON_MANDATORY,5773020
4797,2,84,8,2,INDIVIDUAL_NON_MANDATORY,5773020
4798,1884,2307,7,3,MANDATORY,3392987
4799,1884,97,7,1,MANDATORY,1766776
4800,1884,2622,8,0,MANDATORY,7003039
4801,1884,2023,8,3,MANDATORY,1110497
4802,1884,1969,8,3,MANDATORY,1110528
4803,2355,2347,7,1,MANDATORY,5482275
4804,1884,752,8,4,INDIVIDUAL_NON_MANDATORY,2936656
4805,2355,1271,8,4,MANDATORY,7319486
4806,2173,41,8,2,INDIVIDUAL_NON_MANDATORY,5482550
4807,36,2431,8,4,INDIVIDUAL_NON_MANDATORY,5482550
4808,1884,801,8,5,INDIVIDUAL_NON_MANDATORY,5343387
4809,2355,1842,8,5,INDIVIDUAL_NON_MANDATORY,2008163
4810,1226,84,8,2,INDIVIDUAL_NON_MANDATORY,2008163
4811,1884,2684,7,0,INDIVIDUAL_NON_MANDATORY,2774391
4812,2683,84,7,1,INDIVIDUAL_NON_MANDATORY,2774391
4813,1884,74,8,4,INDIVIDUAL_NON_MANDATORY,5672194
4814,1735,2431,8,0,INDIVIDUAL_NON_MANDATORY,5672194
4815,1884,1099,8,3,MANDATORY,4276109
4816,1884,116,8,0,INDIVIDUAL_NON_MANDATORY,587482
4817,2713,1542,8,4,INDIVIDUAL_NON_MANDATORY,587482
4818,1884,1518,8,5,MANDATORY,6044814
4819,1884,65,8,5,INDIVIDUAL_NON_MANDATORY,1362369
4820,1578,2431,8,5,INDIVIDUAL_NON_MANDATORY,1362369
4821,2355,498,8,1,MANDATORY,5672163
4822,1884,183,7,1,MANDATORY,3561246
4823,1884,2124,8,3,MANDATORY,7319417
4824,2014,2354,8,3,MANDATORY,7319417
4825,1884,1325,7,0,MANDATORY,5482388
4826,599,2354,8,2,MANDATORY,5482388
4827,1884,108,7,0,MANDATORY,7319444
4828,1884,2176,8,4,MANDATORY,6044643
4829,1884,481,8,3,INDIVIDUAL_NON_MANDATORY,5086232
4830,1884,114,7,1,MANDATORY,5482563
4831,1884,1374,8,1,INDIVIDUAL_NON_MANDATORY,3946455
4832,2173,2017,7,1,MANDATORY,5306634
4833,2173,2497,8,5,MANDATORY,3700019
4834,1884,541,7,4,MANDATORY,1766943
4835,2173,838,7,4,MANDATORY,2774667
4836,2173,38,8,0,MANDATORY,7635977
4837,2173,172,7,1,MANDATORY,3867046
4838,2173,1722,8,3,MANDATORY,3867047
4839,2173,1108,8,4,MANDATORY,2049693
4840,2173,727,7,0,MANDATORY,2774596
4841,2173,909,7,5,MANDATORY,944302
4842,2355,1096,8,4,MANDATORY,4426481
4843,2173,128,7,3,MANDATORY,7319987
4844,2173,1666,8,2,MANDATORY,7488981
4845,2173,113,8,2,MANDATORY,4837385
4846,2173,1502,7,2,MANDATORY,7319729
4847,1617,84,7,5,MANDATORY,7319729
4848,2355,47,8,5,MANDATORY,5865414
4849,2173,573,7,4,MANDATORY,1175432
4850,2173,142,8,5,MANDATORY,7003215
4851,2173,959,7,5,INDIVIDUAL_NON_MANDATORY,2537818
4852,2355,2610,8,0,INDIVIDUAL_NON_MANDATORY,7319738
4853,2173,1228,8,3,MANDATORY,7319741
4854,2173,1005,8,3,MANDATORY,4426455
4855,2173,1731,8,4,MANDATORY,2774691
4856,1884,281,7,5,INDIVIDUAL_NON_MANDATORY,5959178
4857,845,84,7,5,INDIVIDUAL_NON_MANDATORY,5959178
4858,2173,1897,7,3,INDIVIDUAL_NON_MANDATORY,7003121
4859,2173,2583,8,0,INDIVIDUAL_NON_MANDATORY,7319899
4860,2173,1505,8,0,MANDATORY,7319907
4861,2173,342,7,1,MANDATORY,2257423
4862,2173,1971,8,1,MANDATORY,1766894
4863,2173,23,8,0,INDIVIDUAL_NON_MANDATORY,440880
4864,2173,1470,8,4,MANDATORY,7319541
4865,2173,1876,8,4,MANDATORY,7319543
4867,249,2354,8,1,INDIVIDUAL_NON_MANDATORY,4612528
4868,2173,792,7,0,MANDATORY,2936660
4869,2173,583,8,1,MANDATORY,397837
4870,343,84,8,2,MANDATORY,397837
4871,2173,494,7,5,MANDATORY,3982122
4872,914,2354,8,1,MANDATORY,3982122
4873,2173,1871,8,0,MANDATORY,3982122
4874,2173,2715,8,0,MANDATORY,2073196
4875,2173,366,7,4,MANDATORY,4612392
4876,2173,1854,8,1,INDIVIDUAL_NON_MANDATORY,2049741
4877,2343,2354,8,2,INDIVIDUAL_NON_MANDATORY,2049741
4878,2173,975,7,2,MANDATORY,2884965
4879,1884,283,8,2,MANDATORY,3561501
4880,1997,1294,8,1,MANDATORY,3561501
4881,2173,679,7,1,MANDATORY,2936672
4882,2173,1479,7,2,INDIVIDUAL_NON_MANDATORY,5983073
4883,2173,278,7,3,MANDATORY,2611261
4884,2355,1138,7,2,MANDATORY,2317532
4885,590,84,7,1,MANDATORY,3561450
4886,2173,294,8,1,MANDATORY,5482755
4887,2355,22,8,5,MANDATORY,4837420
4888,2355,1966,7,2,INDIVIDUAL_NON_MANDATORY,2611220
4889,2063,2059,7,5,INDIVIDUAL_NON_MANDATORY,2611220
4890,2173,1601,7,4,MANDATORY,7319692
4891,2173,2712,7,5,MANDATORY,4046950
4892,2173,2067,8,2,INDIVIDUAL_NON_MANDATORY,2352108
4893,2173,2553,8,0,INDIVIDUAL_NON_MANDATORY,2936694
4894,2627,84,8,4,INDIVIDUAL_NON_MANDATORY,2936694
4895,2173,1620,7,2,MANDATORY,4612531
4896,2173,730,8,1,MANDATORY,6045011
4897,2173,1997,7,2,MANDATORY,2281377
4898,2173,2664,7,2,MANDATORY,384009
4899,2173,117,8,2,INDIVIDUAL_NON_MANDATORY,1046127
4900,2173,342,7,3,MANDATORY,1175517
4901,2173,1621,7,5,MANDATORY,1175519
4902,1756,84,7,5,MANDATORY,1175519
4903,2173,992,8,1,MANDATORY,2537860
4904,1203,84,8,2,MANDATORY,2537860
4905,2173,1597,8,0,MANDATORY,5959194
4906,66,2431,8,4,MANDATORY,5959194
4907,2173,456,7,0,MANDATORY,7320010
4908,2173,1995,7,2,MANDATORY,361610
4909,2173,1885,7,1,MANDATORY,4837408
4910,2173,109,7,1,MANDATORY,6516868
4911,2173,2279,7,1,MANDATORY,6516871
4912,1884,963,7,1,MANDATORY,2884750
4913,306,2354,7,1,MANDATORY,2884750
4914,2173,1276,7,0,MANDATORY,5983014
4915,2173,600,7,1,MANDATORY,2689072
4916,2173,2567,7,5,MANDATORY,1110661
4917,2355,566,7,4,MANDATORY,2049739
4918,2173,416,7,3,MANDATORY,944296
4919,2173,1351,8,1,MANDATORY,4761381
4920,2173,451,7,2,MANDATORY,5482596
4921,2173,636,8,5,MANDATORY,3982035
4922,2173,113,8,1,MANDATORY,5482660
4923,2173,1644,7,1,MANDATORY,7003100
4924,2173,283,8,4,MANDATORY,3982226
4925,2173,1189,7,2,INDIVIDUAL_NON_MANDATORY,4938083
4926,2173,1691,7,3,MANDATORY,441040
4927,2173,1565,7,2,MANDATORY,6641123
4928,2173,1051,7,1,MANDATORY,247600
4929,2173,2687,7,3,MANDATORY,247601
4930,2173,1411,8,4,MANDATORY,440943
4931,2173,2149,8,3,INDIVIDUAL_NON_MANDATORY,397830
4932,2173,88,7,3,MANDATORY,311185
4933,2173,2217,8,2,INDIVIDUAL_NON_MANDATORY,2774471
4934,2173,122,7,4,MANDATORY,5865430
4935,2022,1542,7,5,MANDATORY,5865430
4936,2173,2480,7,0,MANDATORY,6243977
4937,2173,478,7,2,INDIVIDUAL_NON_MANDATORY,2522031
4938,2173,299,8,4,MANDATORY,2008283
4939,2173,1711,8,2,INDIVIDUAL_NON_MANDATORY,706580
4940,2173,1974,8,0,INDIVIDUAL_NON_MANDATORY,2145270
4941,2173,687,8,1,MANDATORY,7550040
4943,10,84,8,1,INDIVIDUAL_NON_MANDATORY,706616
4944,2173,1333,8,5,INDIVIDUAL_NON_MANDATORY,2393597
4945,2355,526,8,0,MANDATORY,6517015
4946,2173,2020,8,0,MANDATORY,2457489
4947,2173,293,7,0,INDIVIDUAL_NON_MANDATORY,726909
4948,2173,1675,7,1,MANDATORY,2008340
4949,2424,586,8,3,MANDATORY,5482795
4950,2173,1193,7,4,MANDATORY,691418
4951,2173,46,8,2,INDIVIDUAL_NON_MANDATORY,2372324
4952,2173,388,8,5,INDIVIDUAL_NON_MANDATORY,155239
4953,1774,84,7,3,INDIVIDUAL_NON_MANDATORY,887157
4954,2173,2051,7,2,MANDATORY,3838003
4955,2173,1191,7,0,MANDATORY,743772
4956,2173,1552,8,1,MANDATORY,2522075
4957,2173,362,7,1,MANDATORY,2490993
4958,2173,1585,7,3,MANDATORY,763849
4959,2173,2009,8,5,INDIVIDUAL_NON_MANDATORY,2491018
4960,2173,1907,7,1,MANDATORY,6641198
4961,2173,1422,8,5,MANDATORY,2372312
4962,2173,417,7,0,MANDATORY,7839983
4963,2173,505,8,4,MANDATORY,3393019
4964,2173,1898,8,2,INDIVIDUAL_NON_MANDATORY,726955
4965,1884,2391,8,4,INDIVIDUAL_NON_MANDATORY,1272528
4966,2173,1838,8,3,MANDATORY,2094151
4967,2173,117,8,0,INDIVIDUAL_NON_MANDATORY,7839962
4968,2173,983,8,5,MANDATORY,2008353
4969,2173,1429,8,1,MANDATORY,2457481
4970,1634,84,8,2,AT_WORK,2457481
4971,2424,1544,8,2,AT_WORK,2457481
4972,2424,2204,8,0,MANDATORY,3813371
4973,2173,2024,7,3,MANDATORY,288494
4974,2355,1495,7,5,INDIVIDUAL_NON_MANDATORY,247668
4975,2173,976,7,0,MANDATORY,887164
4976,1503,84,8,4,MANDATORY,4165889
4977,2173,1659,8,1,MANDATORY,4188486
4978,2173,1563,8,1,INDIVIDUAL_NON_MANDATORY,4348849
4979,930,1542,8,1,INDIVIDUAL_NON_MANDATORY,4348849
4980,2173,273,7,2,MANDATORY,2611347
4981,2173,2537,7,1,INDIVIDUAL_NON_MANDATORY,691455
4982,1884,815,8,0,INDIVIDUAL_NON_MANDATORY,3837956
4983,1744,2354,8,4,INDIVIDUAL_NON_MANDATORY,3837956
4984,2173,847,7,0,MANDATORY,3813315
4985,2440,84,7,5,AT_WORK,3813315
4986,2355,2440,7,3,AT_WORK,3813315
4987,2173,2149,7,0,MANDATORY,2457541
4988,2173,2020,7,0,MANDATORY,6641158
4989,2173,2289,7,4,MANDATORY,4348817
4990,2173,2493,7,4,MANDATORY,7766971
4991,2173,417,8,5,INDIVIDUAL_NON_MANDATORY,6243908
4992,1943,1542,8,3,INDIVIDUAL_NON_MANDATORY,6243908
4993,1070,2431,8,5,MANDATORY,5865434
4994,2173,1668,8,5,MANDATORY,247662
4995,2173,2508,8,1,MANDATORY,247663
4996,2173,1688,7,2,MANDATORY,2885025
4997,2173,19,8,4,MANDATORY,1046203
4998,2173,186,7,1,INDIVIDUAL_NON_MANDATORY,4165752
4999,2173,821,8,4,MANDATORY,155193
5000,2173,1664,7,3,MANDATORY,4276153
5001,2173,1881,8,5,MANDATORY,1614429
5002,2173,872,7,2,MANDATORY,4188470
5003,2173,2409,7,1,MANDATORY,2522068
5004,705,1542,8,4,MANDATORY,2522068
5005,2173,302,7,2,MANDATORY,6243882
5006,2173,1422,7,0,MANDATORY,3297021
5007,2173,2252,8,5,MANDATORY,3441908
5008,2292,2354,8,3,MANDATORY,3441908
5009,2173,133,8,5,INDIVIDUAL_NON_MANDATORY,247636
5010,2173,25,8,5,INDIVIDUAL_NON_MANDATORY,4276257
5011,985,84,8,1,INDIVIDUAL_NON_MANDATORY,4276257
5012,2173,2103,8,1,INDIVIDUAL_NON_MANDATORY,468903
5013,2173,44,7,5,MANDATORY,6243874
5014,2173,2152,8,0,MANDATORY,2885003
5015,2183,2354,8,3,MANDATORY,2885003
5016,2173,1021,8,4,MANDATORY,155245
5017,2173,1446,8,2,INDIVIDUAL_NON_MANDATORY,6641225
5018,1884,1764,8,4,MANDATORY,361647
5019,2173,764,8,3,MANDATORY,4165906
5020,425,279,8,4,INDIVIDUAL_NON_MANDATORY,944361
5021,2173,990,8,2,MANDATORY,2372233
5022,2173,691,7,1,MANDATORY,1766956
5023,2173,1738,7,5,MANDATORY,3813333
5024,2173,2449,8,1,INDIVIDUAL_NON_MANDATORY,1605311
5025,2173,2024,7,5,INDIVIDUAL_NON_MANDATORY,480127
5026,1201,2577,8,1,INDIVIDUAL_NON_MANDATORY,480127
5027,2173,755,7,5,MANDATORY,6175780
5028,962,2683,8,5,MANDATORY,6175780
5029,2173,1068,8,0,INDIVIDUAL_NON_MANDATORY,944424
5030,1569,2431,8,5,INDIVIDUAL_NON_MANDATORY,944424
5031,2173,117,8,5,INDIVIDUAL_NON_MANDATORY,4166074
5032,2173,1341,7,3,INDIVIDUAL_NON_MANDATORY,1175591
5033,2173,1672,7,3,INDIVIDUAL_NON_MANDATORY,1599803
5034,2447,1677,7,4,INDIVIDUAL_NON_MANDATORY,1599803
5035,1590,2354,8,1,INDIVIDUAL_NON_MANDATORY,1599803
5036,2173,2010,8,0,MANDATORY,727145
5037,2173,277,7,2,MANDATORY,288634
5038,2173,845,7,4,MANDATORY,764174
5039,2173,2486,8,2,INDIVIDUAL_NON_MANDATORY,222148
5040,2424,252,8,1,INDIVIDUAL_NON_MANDATORY,6517144
5042,1825,2431,8,4,MANDATORY,361704
5043,2173,1767,7,3,MANDATORY,791583
5044,2173,290,7,5,INDIVIDUAL_NON_MANDATORY,4188593
5045,2600,84,8,4,INDIVIDUAL_NON_MANDATORY,4188593
5046,2173,2343,8,2,MANDATORY,2611366
5047,2173,1486,8,5,INDIVIDUAL_NON_MANDATORY,764032
5048,2173,80,7,2,INDIVIDUAL_NON_MANDATORY,764033
5049,442,2059,7,2,INDIVIDUAL_NON_MANDATORY,764033
5050,2173,1790,8,4,INDIVIDUAL_NON_MANDATORY,2372520
5051,2173,2179,8,4,INDIVIDUAL_NON_MANDATORY,2457608
5052,2173,2611,8,2,INDIVIDUAL_NON_MANDATORY,727178
5053,2695,2059,8,1,INDIVIDUAL_NON_MANDATORY,727178
5054,2173,100,7,0,MANDATORY,7840008
5055,2173,120,7,5,MANDATORY,691559
5056,1884,417,8,2,MANDATORY,468953
5057,2173,2576,7,4,MANDATORY,4101905
5058,2173,1706,8,3,INDIVIDUAL_NON_MANDATORY,4188708
5059,2173,2338,7,2,MANDATORY,4188709
5060,2173,864,7,2,MANDATORY,508955
5061,2173,2622,8,4,MANDATORY,2491114
5062,2173,1146,7,2,MANDATORY,519221
5063,2173,292,7,3,MANDATORY,791609
5064,1679,84,8,4,MANDATORY,791609
5065,2173,1328,7,2,MANDATORY,288690
5066,2173,1288,7,2,MANDATORY,2008381
5067,2173,58,7,0,MANDATORY,155327
5068,2173,2022,8,4,MANDATORY,2433056
5069,2173,827,7,5,MANDATORY,764133
5070,2173,286,8,4,MANDATORY,791408
5071,2173,335,8,1,INDIVIDUAL_NON_MANDATORY,791409
5072,2173,2671,7,1,MANDATORY,6517276
5073,2355,761,8,4,MANDATORY,361727
5074,2173,2317,8,5,INDIVIDUAL_NON_MANDATORY,6244141
5075,26,84,8,1,INDIVIDUAL_NON_MANDATORY,6244141
5076,2173,2566,7,0,MANDATORY,2457585
5077,1425,1542,8,1,MANDATORY,2457585
5078,2173,938,8,0,MANDATORY,6641464
5079,2173,1261,7,4,MANDATORY,2049748
5080,2173,1830,7,5,MANDATORY,763998
5081,2173,2104,8,5,MANDATORY,764001
5082,2173,2687,7,2,MANDATORY,361741
5083,2173,1798,7,4,INDIVIDUAL_NON_MANDATORY,2372342
5084,1730,84,7,2,INDIVIDUAL_NON_MANDATORY,2372342
5085,2173,840,8,2,MANDATORY,791560
5086,1477,1542,8,0,MANDATORY,791560
5087,2173,578,7,3,MANDATORY,2885044
5088,2424,1298,7,5,INDIVIDUAL_NON_MANDATORY,198462
5089,1232,2059,7,5,INDIVIDUAL_NON_MANDATORY,198462
5090,2173,2719,8,1,INDIVIDUAL_NON_MANDATORY,743994
5091,2173,1188,7,1,INDIVIDUAL_NON_MANDATORY,1689729
5092,2404,1542,7,0,INDIVIDUAL_NON_MANDATORY,1689729
5093,1884,1999,7,3,INDIVIDUAL_NON_MANDATORY,1689729
5094,1210,84,7,3,INDIVIDUAL_NON_MANDATORY,1689729
5095,2424,526,8,0,INDIVIDUAL_NON_MANDATORY,508911
5096,1750,2354,8,4,INDIVIDUAL_NON_MANDATORY,508911
5097,2173,1102,7,3,MANDATORY,1926948
5098,2173,124,8,3,MANDATORY,763977
5099,2173,2688,8,4,MANDATORY,4165972
5101,1780,2431,7,1,INDIVIDUAL_NON_MANDATORY,6641336
5102,2173,2555,8,2,MANDATORY,4348937
5103,1494,1542,8,2,MANDATORY,4348937
5104,2173,111,8,1,MANDATORY,2432932
5105,2173,2212,8,5,INDIVIDUAL_NON_MANDATORY,4077253
5106,2173,1670,8,4,MANDATORY,4276489
5108,2173,109,8,5,MANDATORY,6244031
5109,2173,495,8,0,INDIVIDUAL_NON_MANDATORY,2433074
5110,453,2354,8,3,INDIVIDUAL_NON_MANDATORY,2433074
5111,2173,388,8,3,MANDATORY,7840112
5112,2424,2444,8,0,AT_WORK,6641363
5113,2173,99,8,1,MANDATORY,6641366
5114,2173,1491,8,0,MANDATORY,6244107
5115,2173,2294,7,1,INDIVIDUAL_NON_MANDATORY,764088
5116,2334,1542,7,5,INDIVIDUAL_NON_MANDATORY,764088
5117,2173,335,8,3,MANDATORY,791646
5118,2173,1594,7,2,INDIVIDUAL_NON_MANDATORY,727068
5119,940,2431,8,0,INDIVIDUAL_NON_MANDATORY,727068
5120,2173,959,7,3,MANDATORY,2457567
5121,2173,2411,7,2,MANDATORY,2393740
5122,2173,2683,7,2,INDIVIDUAL_NON_MANDATORY,2096988
5123,2173,2485,7,2,INDIVIDUAL_NON_MANDATORY,2433137
5124,840,1542,7,4,INDIVIDUAL_NON_MANDATORY,2433137
5125,2173,2157,8,3,MANDATORY,2433140
5126,2173,936,8,1,MANDATORY,2145318
5127,1884,1978,7,1,INDIVIDUAL_NON_MANDATORY,706655
5128,1944,1542,7,2,INDIVIDUAL_NON_MANDATORY,706655
5129,2173,2577,8,4,INDIVIDUAL_NON_MANDATORY,3838067
5130,1943,1542,8,4,INDIVIDUAL_NON_MANDATORY,3838067
5131,2173,1376,7,5,MANDATORY,691526
5132,2173,932,7,0,MANDATORY,1926934
5133,2173,1839,8,3,INDIVIDUAL_NON_MANDATORY,791494
5134,2173,1653,7,3,MANDATORY,6641369
5135,2355,1434,8,5,MANDATORY,6517233
5136,1240,2354,8,2,MANDATORY,6517233
5137,2173,787,7,0,MANDATORY,6641477
5138,2173,1730,8,2,INDIVIDUAL_NON_MANDATORY,4276465
5139,282,84,8,2,INDIVIDUAL_NON_MANDATORY,4276465
5140,2173,2005,7,2,INDIVIDUAL_NON_MANDATORY,5204240
5141,2173,115,8,4,MANDATORY,4938135
5142,2173,64,8,2,INDIVIDUAL_NON_MANDATORY,4188644
5143,2173,342,7,2,INDIVIDUAL_NON_MANDATORY,764154
5144,2173,1750,7,2,MANDATORY,2885030
5145,2173,1963,7,3,MANDATORY,764189
5146,1987,84,8,3,MANDATORY,764189
5147,2173,2098,7,1,MANDATORY,2372368
5148,2424,764,7,5,MANDATORY,311218
5149,2173,2567,8,1,INDIVIDUAL_NON_MANDATORY,361687
5150,2173,1902,8,1,MANDATORY,5181341
5151,2173,166,7,1,MANDATORY,6517281
5152,2173,1860,8,0,MANDATORY,2774791
5153,2173,2621,7,2,MANDATORY,887232
5154,2173,2568,8,2,INDIVIDUAL_NON_MANDATORY,3760427
5155,1943,1542,8,4,INDIVIDUAL_NON_MANDATORY,3760427
5156,2173,613,7,4,INDIVIDUAL_NON_MANDATORY,53073
5157,2140,84,7,4,INDIVIDUAL_NON_MANDATORY,53073
5158,2173,515,7,0,INDIVIDUAL_NON_MANDATORY,2393748
5159,2173,1708,8,4,MANDATORY,887225
5160,2173,1970,7,5,INDIVIDUAL_NON_MANDATORY,7003329
5161,991,84,8,4,INDIVIDUAL_NON_MANDATORY,7003329
5162,2173,110,7,3,INDIVIDUAL_NON_MANDATORY,727166
5163,1397,1542,8,4,INDIVIDUAL_NON_MANDATORY,727166
5164,2173,118,8,0,INDIVIDUAL_NON_MANDATORY,15067
5165,2173,2287,7,0,MANDATORY,6517132
5166,2173,596,7,0,MANDATORY,1926976
5167,2173,1882,7,1,MANDATORY,1110693
5168,2173,377,7,0,MANDATORY,2433058
5169,2173,2442,7,0,MANDATORY,744010
5170,2173,2278,8,3,INDIVIDUAL_NON_MANDATORY,743906
5171,2173,1213,8,3,MANDATORY,6517350
5172,1466,2354,8,5,MANDATORY,6517350
5173,2173,2480,7,4,MANDATORY,6517354
5174,2173,825,8,1,INDIVIDUAL_NON_MANDATORY,2457760
5175,2173,842,7,1,MANDATORY,668355
5176,2173,74,8,0,MANDATORY,7320074
5177,820,2431,8,1,MANDATORY,7320074
5178,2173,397,8,0,INDIVIDUAL_NON_MANDATORY,6641592
5179,2173,1010,8,0,MANDATORY,6641598
5180,2173,1376,8,0,MANDATORY,1881792
5181,2173,2323,7,1,INDIVIDUAL_NON_MANDATORY,361961
5182,2412,1542,8,1,INDIVIDUAL_NON_MANDATORY,361961
5183,1884,523,7,1,INDIVIDUAL_NON_MANDATORY,2537936
5184,77,2059,7,0,INDIVIDUAL_NON_MANDATORY,2537936
5186,2173,612,7,1,INDIVIDUAL_NON_MANDATORY,4080954
5187,612,84,7,3,INDIVIDUAL_NON_MANDATORY,4080954
5188,2173,401,8,2,MANDATORY,2611456
5189,2173,891,7,4,INDIVIDUAL_NON_MANDATORY,7320047
5190,506,2354,7,4,INDIVIDUAL_NON_MANDATORY,7320047
5191,2173,493,8,4,MANDATORY,1110710
5192,2173,2031,8,3,INDIVIDUAL_NON_MANDATORY,155461
5193,2173,2719,7,2,MANDATORY,6244608
5194,2173,1954,8,4,MANDATORY,4761581
5195,2173,2023,7,2,MANDATORY,2372657
5196,1884,1708,8,3,INDIVIDUAL_NON_MANDATORY,2372659
5197,2173,2483,8,4,MANDATORY,7320055
5198,2173,2333,8,1,MANDATORY,6641618
5199,2173,2475,7,3,MANDATORY,6641673
5200,965,1027,7,3,MANDATORY,764356
5201,2173,837,8,3,MANDATORY,727202
5202,2424,275,8,5,MANDATORY,1046443
5203,2173,1453,7,5,MANDATORY,288763
5204,1884,819,8,5,INDIVIDUAL_NON_MANDATORY,1614501
5205,2173,1619,7,0,MANDATORY,4492175
5206,2173,432,7,1,INDIVIDUAL_NON_MANDATORY,1046392
5207,2173,1803,8,5,MANDATORY,2393976
5208,2173,1485,8,2,INDIVIDUAL_NON_MANDATORY,2393978
5209,2173,140,7,5,MANDATORY,3946491
5210,2173,1635,8,3,MANDATORY,944439
5211,2173,558,7,0,INDIVIDUAL_NON_MANDATORY,1531092
5212,943,2354,8,0,INDIVIDUAL_NON_MANDATORY,1531092
5213,2173,1251,8,0,MANDATORY,3730277
5214,2173,276,7,3,MANDATORY,1580156
5215,2173,1064,8,1,INDIVIDUAL_NON_MANDATORY,2611407
5216,2173,1340,8,0,MANDATORY,1110727
5217,1844,84,8,4,MANDATORY,1110727
5218,2173,374,8,1,MANDATORY,6268324
5219,2173,991,8,3,INDIVIDUAL_NON_MANDATORY,311239
5220,2173,2463,8,0,MANDATORY,7871926
5221,2173,1691,7,2,MANDATORY,311250
5222,2173,1985,7,1,MANDATORY,361983
5223,1730,84,7,5,MANDATORY,361983
5224,2173,1778,7,5,MANDATORY,1614509
5225,2173,1747,8,1,MANDATORY,668348
5226,2173,1978,8,2,MANDATORY,509037
5227,2173,2120,7,2,MANDATORY,3700133
5228,2173,108,7,0,MANDATORY,2317590
5229,2173,2618,8,5,MANDATORY,691583
5230,2045,2687,8,0,MANDATORY,691583
5231,819,2598,7,5,MANDATORY,155358
5232,2173,368,8,2,MANDATORY,1588475
5233,2173,659,8,3,MANDATORY,1046330
5234,2173,2446,7,4,MANDATORY,4761561
5235,2173,1012,7,3,MANDATORY,361811
5236,2173,1565,7,4,MANDATORY,1588537
5237,2173,387,8,3,MANDATORY,2145409
